Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,Wholesale Price
Gemstones,10x10mm Indian Sunstone Hexagon Tablets,Default Title,40188689547417,236-13491-1,20.00,
Gemstones,10x10mm Natural Cushion Cut Meteorite,Default Title,40188707504281,565-08991-1,65.00,
Gemstones,10x10mm to 16x12mm Hexagonal Tablet Gem Blue Mexican Chalcedony,10x10mm,40188764291225,371-13491-1,35.00,
Gemstones,10x10mm to 16x12mm Hexagonal Tablet Gem Blue Mexican Chalcedony,12x10mm,40188764323993,371-13412-1,45.00,
Gemstones,10x10mm to 16x12mm Hexagonal Tablet Gem Blue Mexican Chalcedony,16x12mm,40188764389529,371-13451-1,84.00,
Gemstones,10x10mm to 16x12mm Hexagonal Tablet Gem Blue Mexican Chalcedony,14x10mm,40188764356761,371-13415-1,54.00,
Gemstones,10x10 to 16x12mm Indian Sunstone Hexagon Tablets,12x10mm,40188689416345,236-13412-1,20.00,
Gemstones,10x10 to 16x12mm Indian Sunstone Hexagon Tablets,10x10mm,40188689383577,236-13491-1,20.00,
Gemstones,10x10 to 16x12mm Indian Sunstone Hexagon Tablets,16x12mm,40188689481881,236-13451-1,35.00,
Gemstones,10x10 to 16x12mm Indian Sunstone Hexagon Tablets,14x10mm,40188689449113,236-13415-1,25.00,
Gemstones,10x5mm Elongated Cushion Cut Natural Aquamarine,Default Title,40188426911897,060-01901-U1AAA_0-92,184.00,
Gemstones,10x5mm Maine Pink Tourmaline Baguette,Default Title,40188626501785,088-00329-1,336.00,
Gemstones,10x5mm Natural Marquise Cut Mesa Verde® Peridot,Default Title,40188765274265,160-00829-1,20.00,
Gemstones,10x5mm Natural Marquise Nightsky Iolite®,Default Title,40188889956505,220-00829-1,27.00,
Gemstones,10x5mm Natural Oval Buff Top Oregon Blue Hyalite Opal,Default Title,40188717793433,403-08129-1,53.00,
Gemstones,10x5 to 12x6mm Natural Oval Buff Top Oregon Blue Hyalite Opal,12x6mm,40188717760665,403-08136-1,70.50,
Gemstones,10x5 to 12x6mm Natural Oval Buff Top Oregon Blue Hyalite Opal,10x5mm,40188717727897,403-08129-1,53.00,
Gemstones,10x6mm Natural Oval Grape Garnet®,Default Title,40188774711449,045-00123-1,238.00,
Gemstones,10x6mm Oval Cabochon Cut Yukon Rhodonite,Default Title,40188899328153,503-09510-2,11.00,
Gemstones,10x6mm Oval Natural Red Clearwater Idaho Garnet,Default Title,40188377661593,048-00123-1,35.00,
Gemstones,10x7mm Fantasy Keystone Cut AA Purple Amethyst,Default Title,40188788572313,090-04141-AA,20.00,
Gemstones,10x7mm Fantasy Keystone Cut A Purple Amethyst,Default Title,40188790669465,090-04141-A,15.50,
Gemstones,10x7mm Fantasy Keystone Cut Sky Blue Topaz,Default Title,40188793028761,171-04141-1,14.50,
Gemstones,10x7mm  Fantasy Onion Cut Natural Yellow Citrine,Default Title,40188785492121,120-04441-1,19.50,
Gemstones,10x7mm Fantasy Onion Cut Sky Blue Topaz,Default Title,40188310847641,171-04441-1_3-48,34.80,
Gemstones,10x7mm Kite Cut Tourmalated Quartz,Default Title,40188890644633,108-05141-1,19.00,
Gemstones,10x7mm Natural Kite Shape Oregon Sunstone,Default Title,40188894675097,230-05141-1,107.50,
Gemstones,10x7mm Natural Pear Shape A Aquamarine,Default Title,40188809281689,060-00541-A,176.00,
Gemstones,10x7mm Natural Pear Shape Sky Blue Topaz,Default Title,40188861710489,171-00541-1,24.80,
Gemstones,10x7mm Pear Cut Golden Imperial Topaz,Default Title,40188312027289,173-00541-1_1-67,417.50,
